time_exchange;time_coinapi;guid;price;base_amount;taker_side
2019-06-08T00:00:16.522000000;2019-06-08T00:00:17.005252538;412;7975.46;0.002803;SELL
2019-06-08T00:00:17.449000000;2019-06-08T00:00:17.482957430;459;7975.46;0.002212;SELL
2019-06-08T00:00:17.449000000;2019-06-08T00:00:17.483725574;460;7974.89;0.008;SELL
2019-06-08T00:00:17.449000000;2019-06-08T00:00:17.485396361;461;7974.87;0.009644;SELL
2019-06-08T00:00:18.003000000;2019-06-08T00:00:18.037071146;489;7974.87;0.01542;SELL
2019-06-08T00:00:18.322000000;2019-06-08T00:00:18.373138578;501;7972.91;0.109822;SELL
2019-06-08T00:00:18.322000000;2019-06-08T00:00:18.373138578;502;7972.88;0.023206;SELL
2019-06-08T00:00:18.322000000;2019-06-08T00:00:18.373138578;503;7972.76;0.025069;SELL
2019-06-08T00:00:18.322000000;2019-06-08T00:00:18.373138578;504;7972.75;0.843656;SELL
2019-06-08T00:00:18.483000000;2019-06-08T00:00:18.511284948;523;7975.44;0.001483;BUY
2019-06-08T00:00:18.999000000;2019-06-08T00:00:19.036930922;545;7972.76;0.02507;SELL
2019-06-08T00:00:18.999000000;2019-06-08T00:00:19.036930922;546;7972.72;0.001305;SELL
2019-06-08T00:00:19.140000000;2019-06-08T00:00:19.246231616;558;7973.36;0.098891;SELL
2019-06-08T00:00:19.428000000;2019-06-08T00:00:19.477190691;565;7971.61;0.001875;SELL
2019-06-08T00:00:19.428000000;2019-06-08T00:00:19.477190691;566;7971.26;0.001875;SELL
2019-06-08T00:00:19.428000000;2019-06-08T00:00:19.477546780;567;7971.14;0.002764;SELL
2019-06-08T00:00:19.428000000;2019-06-08T00:00:19.478513217;568;7968.88;0.067309;SELL
2019-06-08T00:00:19.428000000;2019-06-08T00:00:19.479003559;569;7968.86;0.026177;SELL
2019-06-08T00:00:19.442000000;2019-06-08T00:00:19.489656054;570;7974.76;0.00325;BUY
2019-06-08T00:00:19.758000000;2019-06-08T00:00:19.780097266;577;7968.96;0.003262;SELL
2019-06-08T00:00:19.758000000;2019-06-08T00:00:19.781054139;578;7968.94;0.019838;SELL
2019-06-08T00:00:20.052000000;2019-06-08T00:00:20.138164560;599;7974.01;0.002802;BUY
2019-06-08T00:00:20.078000000;2019-06-08T00:00:20.163238046;606;7968.94;0.044328;SELL
2019-06-08T00:00:20.078000000;2019-06-08T00:00:20.163238046;608;7968.75;0.074029;SELL
2019-06-08T00:00:20.134000000;2019-06-08T00:00:20.237211144;644;7971.61;0.00416;SELL
2019-06-08T00:00:20.660000000;2019-06-08T00:00:20.685149987;669;7973.59;0.017641;BUY
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.791900103;688;7971.61;0.000127;SELL
